year,quarter,district,facil_total,bank,pharm,theater,subway_st,bus_st
2018,3,1001436,8,1,2,,,
2018,3,1001078,207,5,16,1,,28
2018,3,1001131,24,4,3,,,2
2018,3,1001057,71,4,6,,1,6
2018,3,1000402,26,2,3,,,3
2018,3,1001196,58,12,5,,1,5
2018,3,1000608,14,1,3,,,5
2018,3,1001044,43,4,1,,1,9
2018,3,1001047,23,2,1,,,5
2018,3,1000254,31,,3,,,2
2018,3,1000694,8,1,,,,2
2018,3,1000413,16,1,2,,,3
2018,3,1000244,10,1,1,,,1
2018,3,1000083,10,2,,,,1
2018,3,1000970,5,,1,,,1
2018,3,1001207,16,2,,1,,
2018,3,1001493,165,13,12,14,4,21
2018,3,1001203,206,12,13,21,1,7
2018,3,1000203,6,,1,,,2
2018,3,1000524,4,,,,,2
2018,3,1000512,9,,,,,1
2018,3,1000992,9,1,,,,4
2018,3,1000198,6,,,,,1
2018,3,1000219,5,,1,,,1
2018,3,1000206,4,,,,,
2018,3,1000185,9,,2,,,
2018,3,1000589,10,1,1,,,2
2018,3,1000018,18,,1,,,1
2018,3,1001218,25,,6,,,4
2018,3,1000720,6,,1,,,2
2018,3,1000534,16,,1,,,2
2018,3,1000305,13,,4,,,
2018,3,1000375,18,,1,,,8
2018,3,1000618,11,,,,,5
2018,3,1001482,12,,3,,,2
2018,3,1001435,1,,1,,,
2018,3,1000179,1,,1,,,
2018,3,1000159,12,,4,,,
2018,3,1000294,10,1,1,,,1
2018,3,1000585,12,,3,,,2
2018,3,1001399,6,,2,,,
2018,3,1001111,47,1,5,,,2
2018,3,1001106,14,3,1,,1,
2018,3,1001177,22,2,3,,,2
2018,3,1000249,9,,,,,2
2018,3,1001098,40,5,1,1,,6
2018,3,1000961,15,1,2,,,
2018,3,1000955,13,,,,,2
2018,3,1000392,14,,1,,,7
2018,3,1001441,19,,2,,,3
2018,3,1000852,9,1,1,,,3
2018,3,1000808,11,,,,,10
2018,3,1000315,8,,2,,,2
2018,3,1000883,22,1,3,1,,3
2018,3,1000653,24,1,3,,,3
2018,3,1000175,5,,1,,,1
2018,3,1000135,6,,,,,2
2018,3,1000387,18,,2,,,4
2018,3,1000216,10,,1,,,2
2018,3,1000599,42,,2,,,2
2018,3,1000276,13,,1,,,3
2018,3,1001205,50,,1,3,1,8
2018,3,1000887,7,,1,,,1
2018,3,1001285,5,,,,,1
2018,3,1000425,12,,1,,,2
2018,3,1000277,4,,,,,1
2018,3,1000143,4,,,,,
2018,3,1000744,28,,2,,,3
2018,3,1000384,11,,2,,,2
2018,3,1001300,4,,1,,,
2018,3,1000949,9,,1,,,1
2018,3,1000061,14,,4,,,3
2018,3,1000007,27,,,6,,4
2018,3,1000494,19,1,,3,,3
2018,3,1000845,7,,,,,
2018,3,1000629,7,,1,,,
2018,3,1000324,16,,,,,
2018,3,1000224,9,,,,,1
2018,3,1000151,5,,1,,,1
2018,3,1000829,13,,1,,,4
2018,3,1000668,11,,,,,5
2018,3,1000609,7,,,,,
2018,3,1000613,16,,,,,6
2018,3,1000476,10,,1,,,1
2018,3,1000409,12,,,,,4
2018,3,1000396,8,,,,,1
2018,3,1000302,14,,1,,,2
2018,3,1000899,5,,,,,
2018,3,1000091,17,,3,,,4
2018,3,1000466,10,,1,,,5
2018,3,1000801,14,,2,,,2
2018,3,1000227,6,,1,,,1
2018,3,1001394,24,1,5,,,2
2018,3,1000278,13,,2,,,3
2018,3,1001195,26,1,,,,
2018,3,1000775,27,2,5,,1,5
2018,3,1000741,14,,1,,,1
2018,3,1000637,22,,5,,,2
2018,3,1000129,22,1,2,,,1
2018,3,1001046,76,1,5,,,4
2018,3,1000817,22,,3,,,1
2018,3,1001452,14,2,2,,,2
2018,3,1000347,14,,2,,,1
2018,3,1000246,7,,1,,,
2018,3,1001211,35,2,6,2,,4
2018,3,1001233,24,,2,2,1,5
2018,3,1000306,17,,1,1,,2
2018,3,1000877,7,,,,,
2018,3,1000758,12,,1,,,1
2018,3,1000679,13,,2,,,3
2018,3,1000818,10,1,1,,,2
2018,3,1001025,136,6,9,,1,10
2018,3,1001357,8,1,2,,,1
2018,3,1001129,20,1,3,,,1
2018,3,1001123,47,6,2,1,,4
2018,3,1000892,11,1,4,,,
2018,3,1000331,22,,4,,,2
2018,3,1001240,49,1,2,10,1,5
2018,3,1000067,13,1,1,,,2
2018,3,1000578,11,,3,,,1
2018,3,1000698,16,,3,,,3
2018,3,1001491,144,7,3,6,2,27
2018,3,1001212,12,1,2,,,4
2018,3,1001206,47,2,5,,1,9
2018,3,1001316,40,1,18,1,,7
2018,3,1000229,15,,2,,,1
2018,3,1001213,53,2,4,1,,7
2018,3,1000307,4,,1,,,1
2018,3,1000112,17,,4,,,6
2018,3,1001474,7,,2,,,1
2018,3,1000673,23,1,5,,,4
2018,3,1001163,128,3,11,,1,13
2018,3,1000620,20,,3,,,5
2018,3,1000990,9,,1,,,1
2018,3,1001403,6,,2,,,
2018,3,1000777,10,,1,,,1
2018,3,1000226,24,,3,,1,1
2018,3,1000146,17,,2,,,2
2018,3,1000257,16,,2,,,3
2018,3,1001496,52,10,2,6,,14
2018,3,1001175,62,6,12,,,2
2018,3,1000442,27,1,4,,,5
2018,3,1001011,77,5,11,,,9
2018,3,1000963,16,1,2,,,1
2018,3,1001341,6,2,,,,
2018,3,1001198,38,3,3,,1,10
2018,3,1001082,94,10,7,,,7
2018,3,1001170,18,1,2,,,2
2018,3,1001122,28,3,1,5,,2
2018,3,1001073,89,13,5,,1,4
2018,3,1000274,9,,1,,,1
2018,3,1000940,33,,6,,,2
2018,3,1000861,8,1,3,,,1
2018,3,1000823,19,,4,,,2
2018,3,1000369,5,,,,,2
2018,3,1000214,17,1,2,,,3
2018,3,1001288,1,,,,,
2018,3,1000052,1,,,,,
2018,3,1001400,1,,1,,,
2018,3,1000657,2,,,,,
2018,3,1000729,3,,,,,
2018,3,1001176,7,,1,,1,1
2018,3,1000328,1,,,,,1
2018,3,1000407,4,,,,,
2018,3,1000784,3,,1,,,1
2018,3,1000537,3,,,,,1
2018,3,1000089,3,,,,,
2018,3,1001381,2,,,,,
2018,3,1001278,1,,,,,
2018,3,1000715,4,,,,,
2018,3,1000897,3,,,,,
2018,3,1000250,7,,,,,
2018,3,1001453,4,,1,,,
2018,3,1000635,5,,1,,,
2018,3,1000323,12,,4,,,1
2018,3,1000450,6,,2,,,1
2018,3,1001243,15,,4,,1,3
2018,3,1000114,4,2,,,,1
2018,3,1000334,3,,,,,1
2018,3,1000458,6,1,,,,1
2018,3,1000192,6,,,,,2
2018,3,1000936,7,,1,,,1
2018,3,1000582,13,,4,,,
2018,3,1000340,8,,2,,,
2018,3,1000734,5,,,,,2
2018,3,1001191,3,,1,,,
2018,3,1000350,5,,1,,,
2018,3,1001468,2,,1,,,
2018,3,1001397,8,,2,,,
2018,3,1000612,7,,1,,,2
2018,3,1001456,2,,,,,1
2018,3,1000857,2,,,,,1
2018,3,1000967,13,,,,,1
2018,3,1000568,10,,,,,1
2018,3,1000062,12,,1,,,3
2018,3,1000470,14,,,,,
2018,3,1000468,16,,,,,1
2018,3,1001003,5,,,,,
2018,3,1001007,15,,2,,,5
2018,3,1001480,19,1,2,,,
2018,3,1000778,11,,,,,1
2018,3,1000241,6,,,,,1
2018,3,1000124,21,,,1,,6
2018,3,1000901,9,1,,,,3
2018,3,1000474,10,,,,,3
2018,3,1000486,9,,,,,
2018,3,1000525,7,,2,,,
2018,3,1000399,10,,1,,,4
2018,3,1000410,11,,,,,1
2018,3,1000092,7,,1,,,1
2018,3,1000464,10,,,,,2
2018,3,1000081,21,1,2,,1,2
2018,3,1000535,10,,,,,1
2018,3,1001068,5,1,1,,,1
2018,3,1000713,4,,,,,1
2018,3,1000532,8,,1,,,3
2018,3,1000341,14,,2,,,9
2018,3,1000378,7,,2,,,
2018,3,1001250,26,1,4,,,
2018,3,1000053,8,1,,,,
2018,3,1000987,5,1,,,,
2018,3,1001053,25,3,2,,,2
2018,3,1001393,4,,,,,3
2018,3,1000095,9,,1,,,
2018,3,1001167,25,2,1,,2,6
2018,3,1000849,17,,,,,4
2018,3,1000329,7,,,,,4
2018,3,1000364,10,,1,,,5
2018,3,1000848,10,1,,,,4
2018,3,1000809,11,,3,,,2
2018,3,1000417,9,,1,,,2
2018,3,1000354,5,,1,,,2
2018,3,1000197,12,,,,,1
2018,3,1000497,15,,,,,6
2018,3,1001102,9,2,,,,1
2018,3,1000921,4,,1,,,1
2018,3,1000701,2,,,,,2
2018,3,1000645,11,,,,,5
2018,3,1000286,11,,3,,,4
2018,3,1001229,18,,,,,6
2018,3,1000913,15,1,,,,3
2018,3,1000210,16,,3,,,3
2018,3,1000391,10,,2,,,2
2018,3,1000109,5,1,1,,,
2018,3,1000154,8,,1,,,1
2018,3,1000144,6,1,,,,
2018,3,1001234,29,,1,,,6
2018,3,1000071,19,,,1,1,2
2018,3,1001183,14,1,2,,,1
2018,3,1000037,5,,,,,
2018,3,1000912,4,,1,,,
2018,3,1000382,13,,1,,,
2018,3,1000024,7,,1,,,
2018,3,1000009,31,1,,5,,7
2018,3,1001281,1,,,,,
2018,3,1000748,12,,1,,,
2018,3,1000010,14,,1,,,
2018,3,1001118,11,2,1,,,3
2018,3,1000825,7,,,,,2
2018,3,1000539,20,,4,,,1
2018,3,1000604,14,,3,,,4
2018,3,1000557,9,,,,,4
2018,3,1000598,16,,,,,5
2018,3,1000771,6,,,,,
2018,3,1000999,12,,1,,,1
2018,3,1000506,12,1,,,,3
2018,3,1000281,13,,3,,,1
2018,3,1000259,16,,,,,8
2018,3,1000371,5,,1,,,
2018,3,1000982,12,,1,,,1
2018,3,1001369,3,,,,,1
2018,3,1000404,15,,2,,,2
2018,3,1000080,7,,1,,,
2018,3,1001145,38,4,4,4,2,12
2018,3,1001293,3,,1,,,
2018,3,1001119,66,1,2,,,5
2018,3,1000290,11,,,,,3
2018,3,1000118,30,1,6,,,5
2018,3,1000746,38,,,,,4
2018,3,1001360,13,,2,,,2
2018,3,1000934,13,,1,,,5
2018,3,1000731,23,,3,,,4
2018,3,1000322,16,1,2,,,3
2018,3,1000038,11,,1,,,1
2018,3,1001406,20,,5,,1,2
2018,3,1000521,16,1,2,,,2
2018,3,1000959,14,1,1,,,1
2018,3,1000271,14,,2,,,3
2018,3,1000106,25,,4,,,11
2018,3,1000855,16,2,,1,,1
2018,3,1000871,19,2,2,,,5
2018,3,1000859,18,,2,,,7
2018,3,1000757,26,,2,,,5
2018,3,1001072,42,1,3,,,6
2018,3,1001258,12,,2,,,2
2018,3,1001365,20,1,2,,,1
2018,3,1001427,24,1,6,,,2
2018,3,1000165,33,3,3,,1,3
2018,3,1000131,18,,3,,,3
2018,3,1000785,12,,2,,,2
2018,3,1000791,16,1,5,,,1
2018,3,1000318,12,,2,,,3
2018,3,1001120,28,5,2,,,4
2018,3,1000049,16,,1,,,2
2018,3,1000188,11,,1,,,2
2018,3,1000831,16,,2,,,4
2018,3,1001334,14,,3,,,1
2018,3,1001489,36,1,5,,,4
2018,3,1000119,14,,1,,1,2
2018,3,1000505,10,,1,,,
2018,3,1001070,10,2,1,,,
2018,3,1001252,31,1,4,,,3
2018,3,1000563,36,,1,,,2
2018,3,1001301,17,,6,,,1
2018,3,1001050,71,6,7,1,,7
2018,3,1001359,14,,4,,,1
2018,3,1000789,7,,1,,,
2018,3,1001391,12,1,2,,,4
2018,3,1001033,26,3,2,,,4
2018,3,1000827,26,2,4,,1,3
2018,3,1000605,14,,3,,,2
2018,3,1000351,6,1,1,,,
2018,3,1000798,10,,2,,,3
2018,3,1000295,9,,1,,,3
2018,3,1000931,25,5,2,,1,3
2018,3,1001449,36,1,3,,,3
2018,3,1000012,12,,1,2,,3
2018,3,1000974,15,,1,,,5
2018,3,1001277,30,3,2,,1,3
2018,3,1001247,12,1,,,,4
2018,3,1001096,53,5,6,,2,8
2018,3,1000945,27,1,3,,,2
2018,3,1001077,39,4,3,,1,4
2018,3,1001209,69,13,6,,,6
2018,3,1001054,44,3,5,,,3
2018,3,1000984,13,1,2,,,1
2018,3,1001204,68,3,4,6,2,4
2018,3,1000693,33,2,3,,1,5
2018,3,1000644,36,1,3,,,9
2018,3,1001130,22,1,1,,,5
2018,3,1001230,139,7,6,18,1,14
2018,3,1001265,20,4,6,2,,4
2018,3,1000519,23,2,1,,,2
2018,3,1001280,5,1,1,,,
2018,3,1000441,17,1,,,,4
2018,3,1001166,41,7,4,,1,10
2018,3,1000516,12,1,1,,,6
2018,3,1001014,9,1,1,,1,3
2018,3,1000238,12,,,,,2
2018,3,1000059,7,,,,,2
2018,3,1000634,19,,2,,,4
2018,3,1000561,20,,5,,,3
2018,3,1001101,21,2,1,,1,2
2018,3,1001140,199,13,15,2,1,6
2018,3,1000739,18,,,,,5
2018,3,1001174,8,,,,1,
2018,3,1000508,6,,1,,,1
2018,3,1001473,3,,1,,,
2018,3,1000830,9,1,,,,2
2018,3,1001311,1,,,,,
2018,3,1001431,1,,,,,
2018,3,1001272,1,,,,,
2018,3,1001373,5,,2,,,1
2018,3,1000485,2,,,,,2
2018,3,1000702,3,,1,,,1
2018,3,1001268,2,,,,,2
2018,3,1000553,4,,2,,,
2018,3,1001009,9,,1,,,3
2018,3,1000651,2,,1,,,
2018,3,1001225,15,2,,,,2
2018,3,1000096,10,1,,,1,
2018,3,1000816,6,,,,,1
2018,3,1000457,8,,,,,4
2018,3,1000176,4,,1,,,
2018,3,1000335,6,,1,,,1
2018,3,1000339,23,,,,,2
2018,3,1000356,8,,2,,,1
2018,3,1001000,14,,1,,,
2018,3,1001275,3,,1,,,
2018,3,1000889,13,1,1,,,4
2018,3,1000287,3,,,,,
2018,3,1000363,7,,,,,4
2018,3,1000873,10,,,,,2
2018,3,1000787,11,,,,,9
2018,3,1000656,4,,,,,1
2018,3,1001303,10,1,1,,,3
2018,3,1000862,5,,,,,1
2018,3,1000361,6,,,,,4
2018,3,1000374,13,1,1,,,5
2018,3,1000002,8,1,,1,,1
2018,3,1000640,8,,,,,1
2018,3,1000821,6,,,,,
2018,3,1000068,13,2,1,,,2
2018,3,1000866,19,2,1,,,3
2018,3,1000228,13,,2,,,2
2018,3,1001457,6,,1,,,
2018,3,1000103,2,,,,,
2018,3,1000509,9,,1,,,1
2018,3,1000564,12,,1,,,
2018,3,1000765,9,,3,,,1
2018,3,1000776,8,,,,,
2018,3,1000419,6,,1,,,
2018,3,1000420,20,,4,,,5
2018,3,1000320,1,,,,,
2018,3,1000082,11,,1,,,2
2018,3,1000533,22,1,4,,,1
2018,3,1000100,19,,1,,,1
2018,3,1001386,3,,1,,,
2018,3,1000623,10,,1,,,1
2018,3,1000680,16,1,2,,,
2018,3,1000090,15,1,1,,,6
2018,3,1000422,13,,3,,,3
2018,3,1000925,9,,1,,,2
2018,3,1000898,3,,,,,
2018,3,1001035,17,,1,1,,2
2018,3,1000832,8,,1,,,
2018,3,1000137,22,,1,,,1
2018,3,1000986,21,,2,,,6
2018,3,1000711,10,,2,,,1
2018,3,1001412,10,,3,,,2
2018,3,1000115,9,1,1,,,2
2018,3,1000985,13,,1,,,
2018,3,1000099,10,,1,,,1
2018,3,1000768,19,,4,,,2
2018,3,1001402,20,1,4,,,1
2018,3,1000262,2,1,,,,
2018,3,1000075,13,1,1,,,2
2018,3,1000724,12,,,,,6
2018,3,1000182,5,,1,,,1
2018,3,1000723,11,,3,,,3
2018,3,1000721,8,,,,,3
2018,3,1001246,9,,1,,,3
2018,3,1001446,18,2,2,,,1
2018,3,1000408,15,,1,,,7
2018,3,1001279,5,,1,,,1
2018,3,1000033,12,,3,,,1
2018,3,1000017,14,2,1,,1,2
2018,3,1001248,43,1,4,,,4
2018,3,1001178,27,4,1,1,,4
2018,3,1000745,36,,,,,2
2018,3,1000207,6,,,,,2
2018,3,1000373,8,,1,,,2
2018,3,1001418,27,,3,,,1
2018,3,1000070,25,,,1,,2
2018,3,1000222,25,1,3,,,4
2018,3,1000174,1,,,,,
2018,3,1000840,3,,,,,1
2018,3,1000779,6,,,,,2
2018,3,1000414,12,1,3,,,1
2018,3,1001378,9,,,,,4
2018,3,1000260,16,,1,,,1
2018,3,1000055,12,,1,,,1
2018,3,1000054,16,3,2,,,2
2018,3,1000001,73,,,16,,10
2018,3,1000155,11,1,1,1,,5
2018,3,1000520,12,,1,,,3
2018,3,1000255,7,,,,,
2018,3,1000828,8,,2,,,
2018,3,1000804,13,,2,,,
2018,3,1000648,5,,,,,1
2018,3,1000515,11,,2,,,2
2018,3,1000565,10,,,,,4
2018,3,1000742,11,,,,,
2018,3,1000774,12,,,,,2
2018,3,1000880,4,,,,,
2018,3,1001114,33,,3,,,2
2018,3,1001010,10,,3,,,
2018,3,1000977,15,1,1,,,7
2018,3,1001295,38,2,5,,,1
2018,3,1000498,17,,3,,,1
2018,3,1000479,16,,,,,6
2018,3,1000400,2,,,,,
2018,3,1000023,4,,1,,,
2018,3,1000314,11,1,1,,,2
2018,3,1000230,16,,2,,,4
2018,3,1000383,11,,2,,,
2018,3,1001479,6,,,,,
2018,3,1000042,14,1,2,,,1
2018,3,1001150,67,4,3,2,1,12
2018,3,1000728,23,1,1,,,3
2018,3,1000719,17,1,2,,,2
2018,3,1001110,54,10,6,1,,5
2018,3,1000766,26,1,3,,,2
2018,3,1001224,13,1,1,,,3
2018,3,1000666,8,,3,,,1
2018,3,1001306,8,,1,,,
2018,3,1000833,11,,3,,,1
2018,3,1000587,4,,,,,
2018,3,1000904,26,2,1,,,4
2018,3,1000421,11,,1,,,2
2018,3,1001221,68,3,9,,,12
2018,3,1001466,12,,4,,,2
2018,3,1001274,23,2,3,,,1
2018,3,1001147,7,2,,,,1
2018,3,1000689,13,1,2,,,2
2018,3,1000958,26,1,3,,,4
2018,3,1000946,15,,2,,,2
2018,3,1000313,6,,1,,,1
2018,3,1001390,13,,2,,,2
2018,3,1001364,13,,2,,,4
2018,3,1000661,21,1,4,,,1
2018,3,1000646,9,,1,,,4
2018,3,1000134,27,1,3,,,3
2018,3,1000147,7,,1,,,
2018,3,1000593,5,,1,,,
2018,3,1000149,15,,2,,,3
2018,3,1000034,10,,1,,,
2018,3,1001270,14,1,1,,,3
2018,3,1000872,12,,3,,,2
2018,3,1000167,24,,3,,1,2
2018,3,1000638,16,,4,,,2
2018,3,1000121,27,1,3,,,3
2018,3,1000264,9,,2,,,
2018,3,1001320,8,1,2,,,1
2018,3,1000046,25,,5,,,3
2018,3,1001160,39,2,3,,1,5
2018,3,1001049,51,3,7,,,15
2018,3,1000960,25,,2,,,3
2018,3,1001087,75,7,6,,,4
2018,3,1001332,28,,4,,1,3
2018,3,1001117,139,5,8,1,1,4
2018,3,1000972,13,,4,,,1
2018,3,1000403,13,,1,,,1
2018,3,1000301,26,,3,,,10
2018,3,1001093,130,5,9,,,6
2018,3,1000795,19,,2,,,1
2018,3,1001422,15,,3,,,1
2018,3,1000201,10,,3,,,
2018,3,1000687,19,2,3,,,2
2018,3,1001127,106,14,10,,,3
2018,3,1001103,52,10,2,6,,14
2018,3,1001100,14,1,1,,1,2
2018,3,1001338,23,1,2,,,3
2018,3,1001228,72,1,9,,,13
2018,3,1001151,18,3,2,,,7
2018,3,1001220,56,3,2,4,,6
2018,3,1001055,12,3,2,,1,1
2018,3,1001041,42,4,8,,1,5
2018,3,1001095,124,4,10,,,8
2018,3,1001144,43,6,1,1,1,7
2018,3,1001066,124,4,7,1,1,7
2018,3,1001210,58,2,2,3,,9
2018,3,1001186,63,2,1,2,,8
2018,3,1000503,10,,1,,,2
2018,3,1000786,18,,1,,,7
2018,3,1000966,9,,3,,,
2018,3,1000615,19,,,,,3
2018,3,1000802,16,1,2,,,
2018,3,1001108,13,3,1,,,2
2018,3,1001217,10,,2,,1,
2018,3,1001494,327,25,33,14,5,39
2018,3,1000900,15,,1,,,3
2018,3,1000435,16,1,3,,,2
2018,3,1000211,1,,,,,
2018,3,1000878,1,,,,,
2018,3,1001012,2,,,,,1
2018,3,1001116,11,,,,,1
2018,3,1001255,8,,,,,
2018,3,1000527,3,,,,,
2018,3,1001128,3,,,,,
2018,3,1001467,2,,1,,,1
2018,3,1001289,6,,,,,2
2018,3,1000279,1,,,,,
2018,3,1001342,3,,1,,,
2018,3,1000628,6,,1,,,
2018,3,1001347,3,,1,,,
2018,3,1001464,2,,1,,,1
2018,3,1000602,7,,1,,,1
2018,3,1000636,2,,,,,2
2018,3,1001372,2,1,,,,1
2018,3,1001319,3,,1,,,2
2018,3,1000670,3,,,,,1
2018,3,1000932,9,,,,,1
2018,3,1000459,11,,1,,,2
2018,3,1000141,3,,,,,
2018,3,1000058,7,,,,,2
2018,3,1000951,11,,1,,,3
2018,3,1000905,1,,,,,
2018,3,1000236,6,,1,,,1
2018,3,1000697,7,,2,,,2
2018,3,1001351,6,,3,,,
2018,3,1001420,17,,4,,,1
2018,3,1001465,2,,1,,,
2018,3,1000579,2,1,,,,
2018,3,1000688,10,1,2,,,
2018,3,1000424,11,,,,1,3
2018,3,1000390,6,,2,,,2
2018,3,1000755,10,2,1,,,2
2018,3,1000583,8,,1,,,2
2018,3,1000879,8,,,,,1
2018,3,1000443,9,,1,,,4
2018,3,1000111,8,,1,,,3
2018,3,1000571,12,,,,,9
2018,3,1000549,16,1,2,,,1
2018,3,1000496,6,,,1,,1
2018,3,1000245,14,,5,,,1
2018,3,1000247,13,,1,,,1
2018,3,1000256,6,,,,,1
2018,3,1000357,3,,,,,1
2018,3,1000453,12,,1,,,1
2018,3,1001440,9,,2,,,1
2018,3,1000630,6,,1,,,
2018,3,1001017,15,,1,,1,1
2018,3,1001064,11,,1,,,4
2018,3,1000022,5,,2,,,
2018,3,1000218,6,,1,,,
2018,3,1001471,7,,1,,,
2018,3,1000426,13,,1,,,
2018,3,1001383,10,,1,,,1
2018,3,1000487,8,,1,,,2
2018,3,1000556,20,,3,,,5
2018,3,1000783,20,,2,,,3
2018,3,1001074,12,1,,,,8
2018,3,1000882,6,1,,,,1
2018,3,1000379,17,,2,,,5
2018,3,1001485,3,,1,,,1
2018,3,1000647,12,,1,,,5
2018,3,1000522,7,,1,,,3
2018,3,1000128,9,,,,,1
2018,3,1001172,14,1,,,,4
2018,3,1001194,30,2,4,,,9
2018,3,1000928,17,,2,,,3
2018,3,1001104,28,4,1,,1,7
2018,3,1001188,22,,,1,1,2
2018,3,1001291,3,,,,,2
2018,3,1000662,14,,2,,,2
2018,3,1000611,21,1,3,,,5
2018,3,1000619,14,1,2,,,4
2018,3,1000312,13,1,,,,2
2018,3,1001094,11,,,1,,1
2018,3,1000926,7,,1,,,
2018,3,1000753,11,,1,,,1
2018,3,1001481,3,,,,,
2018,3,1000381,5,,,,,2
2018,3,1001241,21,,,1,,3
2018,3,1000601,10,,,,,3
2018,3,1000722,15,,3,,,
2018,3,1000747,10,,,,,1
2018,3,1000759,8,,,,,
2018,3,1000888,4,,,,,
2018,3,1000956,12,,,,,3
2018,3,1000158,16,,4,,,
2018,3,1000461,5,,,,,
2018,3,1000482,9,,1,,,
2018,3,1000194,8,,,,,
2018,3,1000388,7,,,,,1
2018,3,1000377,9,,1,,,
2018,3,1000696,11,,,,,6
2018,3,1000677,9,,2,,,2
2018,3,1000030,7,,1,,,
2018,3,1001079,6,1,1,,,
2018,3,1000116,12,,,1,,2
2018,3,1000120,20,,2,,1,3
2018,3,1000217,9,,2,,,
2018,3,1000173,9,,1,,,1
2018,3,1001367,18,1,3,,,1
2018,3,1000682,20,2,3,,,2
2018,3,1000163,10,,3,,,3
2018,3,1001459,10,,1,,,1
2018,3,1000820,26,,2,,,3
2018,3,1001259,16,1,1,,,6
2018,3,1000993,9,2,1,,,1
2018,3,1000895,6,,1,,,
2018,3,1001249,30,2,3,,2,3
2018,3,1000016,28,1,2,2,,5
2018,3,1001254,57,2,6,,,10
2018,3,1000389,21,1,1,,,5
2018,3,1001169,34,1,3,,,8
2018,3,1000282,7,,,,,3
2018,3,1000864,17,2,3,,,3
2018,3,1000863,30,1,3,,,7
2018,3,1000884,11,,2,,,2
2018,3,1001379,9,1,3,,,1
2018,3,1000480,14,,2,,1,6
2018,3,1000386,31,1,2,,,2
2018,3,1000660,27,,5,1,,3
2018,3,1001038,84,15,6,,,16
2018,3,1000153,6,,2,,,
2018,3,1000839,47,1,9,,,3
2018,3,1000606,17,,,,,3
2018,3,1001112,31,2,1,1,,2
2018,3,1001071,39,,5,,,2
2018,3,1001235,23,3,1,5,,4
2018,3,1001395,37,2,7,,,1
2018,3,1001343,10,,2,,,1
2018,3,1001444,19,,3,,,2
2018,3,1000518,10,,4,,,
2018,3,1000472,17,2,2,,,1
2018,3,1000621,14,,2,,,5
2018,3,1000172,9,,2,,,2
2018,3,1000659,12,,1,,,4
2018,3,1000490,6,,2,,,
2018,3,1000678,7,,2,,,1
2018,3,1000123,38,1,4,,,11
2018,3,1001199,65,6,4,1,1,4
2018,3,1000449,28,2,4,,,5
2018,3,1001419,2,,1,,,
2018,3,1000989,5,,1,,,1
2018,3,1000894,12,,1,,,1
2018,3,1000860,6,,1,,,
2018,3,1001024,32,,2,,1,8
2018,3,1001042,29,,4,,1,3
2018,3,1001193,35,3,6,,,5
2018,3,1000177,13,,3,,,1
2018,3,1001238,107,6,14,,2,18
2018,3,1000086,15,,1,,,5
2018,3,1001067,70,4,10,,,7
2018,3,1001214,20,3,1,,,2
2018,3,1001034,74,2,10,,1,10
2018,3,1001090,30,2,3,,,1
2018,3,1001168,40,2,4,,2,4
2018,3,1001048,32,6,3,,,7
2018,3,1001148,21,1,3,,,1
2018,3,1001121,18,2,3,,,3
2018,3,1001027,99,8,4,1,1,25
2018,3,1000412,18,1,3,,,1
2018,3,1001185,217,4,13,1,,24
2018,3,1001062,87,12,7,1,,9
2018,3,1000372,15,1,2,,,4
2018,3,1001039,69,5,3,,,5
2018,3,1001134,92,19,9,2,1,11
2018,2,1001134,92,19,9,2,1,11
2018,2,1001361,1,,,,,
2018,2,1001387,2,,,2,,
2018,2,1001366,1,,,,,
2018,2,1001308,4,,,,,
2018,2,1001463,3,,1,,,1
2018,2,1001327,4,,1,,,1
2018,2,1000950,4,,,,,
2018,2,1000788,6,,,,,
2018,2,1000642,3,,,,,1
2018,2,1000546,1,,,,,
2018,2,1000575,5,1,,,,2
2018,2,1000434,7,,,,,
2018,2,1000475,8,1,,,,1
2018,2,1000406,7,,1,,,1
2018,2,1000266,6,,2,,,2
2018,2,1001152,10,4,1,1,,1
2018,2,1000569,8,,1,,,
2018,2,1000797,16,,2,,,2
2018,2,1001398,4,,2,,,
2018,2,1001283,7,1,2,,,
2018,2,1000908,6,,1,,,
2018,2,1000627,4,,1,,,
2018,2,1000874,7,,,,,5
2018,2,1000806,16,,1,,,4
2018,2,1000299,11,,1,,,1
2018,2,1001040,57,1,3,1,1,3
2018,2,1001008,7,,,1,,2
2018,2,1000398,12,,,,,1
2018,2,1000251,8,,,,,3
2018,2,1000595,10,,,,,3
2018,2,1000448,8,,,,,1
2018,2,1000110,20,3,1,1,1,2
2018,2,1001223,120,10,6,7,1,14
2018,2,1000234,7,,1,,,3
2018,2,1000019,24,,,,,5
2018,2,1000056,19,,3,,,4
2018,2,1000692,11,,3,,,2
2018,2,1000835,13,,3,,,2
2018,2,1000718,12,,1,,,2
2018,2,1001081,55,5,2,1,,4
2018,2,1001192,43,1,5,2,1,1
2018,2,1001261,56,2,7,,,2
2018,2,1001287,2,,,,,
2018,2,1001141,179,10,10,8,,4
2018,2,1001190,31,1,1,2,1,4
2018,2,1000327,3,1,1,,,
2018,2,1001335,1,,,,,
2018,2,1000152,2,,,,,
2018,2,1001407,1,,,,,
2018,2,1001315,1,,,,,
2018,2,1000560,4,,,,,
2018,2,1000267,3,,,,,
2018,2,1001428,2,,,,,
